identifier,full_link,title,weight
coin-702,https://catalog.princeton.edu/catalog/coin-702,Coin 702,
coin-3577,https://catalog.princeton.edu/catalog/coin-3577,Coin 3577,12.15
coin-1794,https://catalog.princeton.edu/catalog/coin-1794,Coin 1794,4.75
coin-1789,https://catalog.princeton.edu/catalog/coin-1789,Coin 1789,12.66
coin-1796,https://catalog.princeton.edu/catalog/coin-1796,Coin 1796,7.76
coin-1821,https://catalog.princeton.edu/catalog/coin-1821,Coin 1821,11.23
coin-1758,https://catalog.princeton.edu/catalog/coin-1758,Coin 1758,9.76
coin-1783,https://catalog.princeton.edu/catalog/coin-1783,Coin 1783,3.14
coin-1750,https://catalog.princeton.edu/catalog/coin-1750,Coin 1750,2.67
coin-1784,https://catalog.princeton.edu/catalog/coin-1784,Coin 1784,2.22
coin-1780,https://catalog.princeton.edu/catalog/coin-1780,Coin 1780,14.46
coin-1801,https://catalog.princeton.edu/catalog/coin-1801,Coin 1801,2.24
coin-1777,https://catalog.princeton.edu/catalog/coin-1777,Coin 1777,8.58
coin-1713,https://catalog.princeton.edu/catalog/coin-1713,Coin 1713,13.16
coin-1767,https://catalog.princeton.edu/catalog/coin-1767,Coin 1767,3.23
coin-1759,https://catalog.princeton.edu/catalog/coin-1759,Coin 1759,3.64
coin-700,https://catalog.princeton.edu/catalog/coin-700,Coin 700,1.7
coin-1775,https://catalog.princeton.edu/catalog/coin-1775,Coin 1775,3.56
coin-1756,https://catalog.princeton.edu/catalog/coin-1756,Coin 1756,26.72
coin-1905,https://catalog.princeton.edu/catalog/coin-1905,Coin 1905,8.06
coin-1685,https://catalog.princeton.edu/catalog/coin-1685,Coin 1685,7.63
coin-4514,https://catalog.princeton.edu/catalog/coin-4514,Coin 4514,10.58
coin-1740,https://catalog.princeton.edu/catalog/coin-1740,Coin 1740,10.44
coin-1726,https://catalog.princeton.edu/catalog/coin-1726,Coin 1726,6.8
coin-1732,https://catalog.princeton.edu/catalog/coin-1732,Coin 1732,3.01
coin-2754,https://catalog.princeton.edu/catalog/coin-2754,Coin 2754,13.25
coin-1725,https://catalog.princeton.edu/catalog/coin-1725,Coin 1725,10.42
coin-1900,https://catalog.princeton.edu/catalog/coin-1900,Coin 1900,7.37
coin-693,https://catalog.princeton.edu/catalog/coin-693,Coin 693,1.33
coin-1689,https://catalog.princeton.edu/catalog/coin-1689,Coin 1689,17.22
coin-1690,https://catalog.princeton.edu/catalog/coin-1690,Coin 1690,12.58
coin-1684,https://catalog.princeton.edu/catalog/coin-1684,Coin 1684,3.09
coin-1891,https://catalog.princeton.edu/catalog/coin-1891,Coin 1891,3.86
coin-1850,https://catalog.princeton.edu/catalog/coin-1850,Coin 1850,5.02
coin-1658,https://catalog.princeton.edu/catalog/coin-1658,Coin 1658,2.94
coin-1712,https://catalog.princeton.edu/catalog/coin-1712,Coin 1712,12.42
coin-1760,https://catalog.princeton.edu/catalog/coin-1760,Coin 1760,3.77
coin-1656,https://catalog.princeton.edu/catalog/coin-1656,Coin 1656,6.54
coin-1639,https://catalog.princeton.edu/catalog/coin-1639,Coin 1639,
coin-1688,https://catalog.princeton.edu/catalog/coin-1688,Coin 1688,10.13
coin-1627,https://catalog.princeton.edu/catalog/coin-1627,Coin 1627,3.49
coin-1640,https://catalog.princeton.edu/catalog/coin-1640,Coin 1640,2.98
coin-1626,https://catalog.princeton.edu/catalog/coin-1626,Coin 1626,3.63
coin-1636,https://catalog.princeton.edu/catalog/coin-1636,Coin 1636,7.88
coin-684,https://catalog.princeton.edu/catalog/coin-684,Coin 684,1.69
coin-1624,https://catalog.princeton.edu/catalog/coin-1624,Coin 1624,3.27
coin-1633,https://catalog.princeton.edu/catalog/coin-1633,Coin 1633,13.51
coin-1623,https://catalog.princeton.edu/catalog/coin-1623,Coin 1623,2.99
coin-2001,https://catalog.princeton.edu/catalog/coin-2001,Coin 2001,6.36
coin-1631,https://catalog.princeton.edu/catalog/coin-1631,Coin 1631,12.25
coin-4499,https://catalog.princeton.edu/catalog/coin-4499,Coin 4499,15.8
coin-4001,https://catalog.princeton.edu/catalog/coin-4001,Coin 4001,1.81
coin-4031,https://catalog.princeton.edu/catalog/coin-4031,Coin 4031,13.99
coin-4497,https://catalog.princeton.edu/catalog/coin-4497,Coin 4497,16.38
coin-4045,https://catalog.princeton.edu/catalog/coin-4045,Coin 4045,14.0
coin-3941,https://catalog.princeton.edu/catalog/coin-3941,Coin 3941,6.2
coin-3940,https://catalog.princeton.edu/catalog/coin-3940,Coin 3940,6.47
coin-5045,https://catalog.princeton.edu/catalog/coin-5045,Coin 5045,3.06
coin-3998,https://catalog.princeton.edu/catalog/coin-3998,Coin 3998,1.98
coin-4020,https://catalog.princeton.edu/catalog/coin-4020,Coin 4020,14.46
coin-4997,https://catalog.princeton.edu/catalog/coin-4997,Coin 4997,2.35
coin-4501,https://catalog.princeton.edu/catalog/coin-4501,Coin 4501,17.18
coin-4029,https://catalog.princeton.edu/catalog/coin-4029,Coin 4029,12.09
coin-4016,https://catalog.princeton.edu/catalog/coin-4016,Coin 4016,13.67
coin-3939,https://catalog.princeton.edu/catalog/coin-3939,Coin 3939,6.92
coin-4028,https://catalog.princeton.edu/catalog/coin-4028,Coin 4028,14.03
coin-3924,https://catalog.princeton.edu/catalog/coin-3924,Coin 3924,12.13
coin-4030,https://catalog.princeton.edu/catalog/coin-4030,Coin 4030,17.22
coin-3960,https://catalog.princeton.edu/catalog/coin-3960,Coin 3960,7.25
coin-3973,https://catalog.princeton.edu/catalog/coin-3973,Coin 3973,13.92
coin-3988,https://catalog.princeton.edu/catalog/coin-3988,Coin 3988,12.73
coin-3938,https://catalog.princeton.edu/catalog/coin-3938,Coin 3938,5.68
coin-3919,https://catalog.princeton.edu/catalog/coin-3919,Coin 3919,4.88
coin-4019,https://catalog.princeton.edu/catalog/coin-4019,Coin 4019,18.19
coin-3958,https://catalog.princeton.edu/catalog/coin-3958,Coin 3958,6.98
coin-3947,https://catalog.princeton.edu/catalog/coin-3947,Coin 3947,7.78
coin-3964,https://catalog.princeton.edu/catalog/coin-3964,Coin 3964,7.5
coin-3852,https://catalog.princeton.edu/catalog/coin-3852,Coin 3852,
coin-3851,https://catalog.princeton.edu/catalog/coin-3851,Coin 3851,
coin-4490,https://catalog.princeton.edu/catalog/coin-4490,Coin 4490,15.3
coin-3972,https://catalog.princeton.edu/catalog/coin-3972,Coin 3972,16.15
coin-3957,https://catalog.princeton.edu/catalog/coin-3957,Coin 3957,7.4
coin-3974,https://catalog.princeton.edu/catalog/coin-3974,Coin 3974,14.88
coin-3477,https://catalog.princeton.edu/catalog/coin-3477,Coin 3477,8.66
coin-3918,https://catalog.princeton.edu/catalog/coin-3918,Coin 3918,3.08
coin-3937,https://catalog.princeton.edu/catalog/coin-3937,Coin 3937,6.27
coin-3930,https://catalog.princeton.edu/catalog/coin-3930,Coin 3930,8.45
coin-3934,https://catalog.princeton.edu/catalog/coin-3934,Coin 3934,10.52
coin-3965,https://catalog.princeton.edu/catalog/coin-3965,Coin 3965,2.37
coin-3959,https://catalog.princeton.edu/catalog/coin-3959,Coin 3959,6.34
coin-3901,https://catalog.princeton.edu/catalog/coin-3901,Coin 3901,9.18
coin-3933,https://catalog.princeton.edu/catalog/coin-3933,Coin 3933,12.64
coin-3911,https://catalog.princeton.edu/catalog/coin-3911,Coin 3911,4.88
coin-3936,https://catalog.princeton.edu/catalog/coin-3936,Coin 3936,7.33
coin-3961,https://catalog.princeton.edu/catalog/coin-3961,Coin 3961,6.81
coin-3962,https://catalog.princeton.edu/catalog/coin-3962,Coin 3962,6.69
coin-3889,https://catalog.princeton.edu/catalog/coin-3889,Coin 3889,14.18
coin-3963,https://catalog.princeton.edu/catalog/coin-3963,Coin 3963,7.78
coin-3916,https://catalog.princeton.edu/catalog/coin-3916,Coin 3916,4.77
coin-3914,https://catalog.princeton.edu/catalog/coin-3914,Coin 3914,6.23
coin-3883,https://catalog.princeton.edu/catalog/coin-3883,Coin 3883,11.35
coin-3905,https://catalog.princeton.edu/catalog/coin-3905,Coin 3905,4.59
coin-3476,https://catalog.princeton.edu/catalog/coin-3476,Coin 3476,9.16
coin-3913,https://catalog.princeton.edu/catalog/coin-3913,Coin 3913,15.58
coin-3909,https://catalog.princeton.edu/catalog/coin-3909,Coin 3909,5.42
coin-3908,https://catalog.princeton.edu/catalog/coin-3908,Coin 3908,6.03
coin-3966,https://catalog.princeton.edu/catalog/coin-3966,Coin 3966,6.27
coin-3898,https://catalog.princeton.edu/catalog/coin-3898,Coin 3898,10.87
coin-3928,https://catalog.princeton.edu/catalog/coin-3928,Coin 3928,6.94
coin-3888,https://catalog.princeton.edu/catalog/coin-3888,Coin 3888,19.97
coin-3910,https://catalog.princeton.edu/catalog/coin-3910,Coin 3910,6.54
coin-3887,https://catalog.princeton.edu/catalog/coin-3887,Coin 3887,14.79
coin-3899,https://catalog.princeton.edu/catalog/coin-3899,Coin 3899,9.53
coin-3885,https://catalog.princeton.edu/catalog/coin-3885,Coin 3885,7.62
coin-3915,https://catalog.princeton.edu/catalog/coin-3915,Coin 3915,5.99
coin-3900,https://catalog.princeton.edu/catalog/coin-3900,Coin 3900,8.5
coin-3884,https://catalog.princeton.edu/catalog/coin-3884,Coin 3884,16.6
coin-3882,https://catalog.princeton.edu/catalog/coin-3882,Coin 3882,9.7
coin-5300,https://catalog.princeton.edu/catalog/coin-5300,Coin 5300,2.55
coin-3886,https://catalog.princeton.edu/catalog/coin-3886,Coin 3886,7.51
coin-3921,https://catalog.princeton.edu/catalog/coin-3921,Coin 3921,8.78
coin-3870,https://catalog.princeton.edu/catalog/coin-3870,Coin 3870,12.16
coin-3880,https://catalog.princeton.edu/catalog/coin-3880,Coin 3880,8.03
coin-4210,https://catalog.princeton.edu/catalog/coin-4210,Coin 4210,4.07
coin-3473,https://catalog.princeton.edu/catalog/coin-3473,Coin 3473,9.61
coin-4171,https://catalog.princeton.edu/catalog/coin-4171,Coin 4171,3.84
coin-3869,https://catalog.princeton.edu/catalog/coin-3869,Coin 3869,9.2
coin-3858,https://catalog.princeton.edu/catalog/coin-3858,Coin 3858,
coin-9562,https://catalog.princeton.edu/catalog/coin-9562,Coin 9562,
coin-3847,https://catalog.princeton.edu/catalog/coin-3847,Coin 3847,
coin-3865,https://catalog.princeton.edu/catalog/coin-3865,Coin 3865,
coin-3856,https://catalog.princeton.edu/catalog/coin-3856,Coin 3856,
coin-3854,https://catalog.princeton.edu/catalog/coin-3854,Coin 3854,
coin-3844,https://catalog.princeton.edu/catalog/coin-3844,Coin 3844,
coin-4143,https://catalog.princeton.edu/catalog/coin-4143,Coin 4143,2.21
coin-3868,https://catalog.princeton.edu/catalog/coin-3868,Coin 3868,5.79
coin-3469,https://catalog.princeton.edu/catalog/coin-3469,Coin 3469,10.64
coin-3834,https://catalog.princeton.edu/catalog/coin-3834,Coin 3834,
coin-3720,https://catalog.princeton.edu/catalog/coin-3720,Coin 3720,
coin-3821,https://catalog.princeton.edu/catalog/coin-3821,Coin 3821,
coin-3816,https://catalog.princeton.edu/catalog/coin-3816,Coin 3816,
coin-9517,https://catalog.princeton.edu/catalog/coin-9517,Coin 9517,
coin-3810,https://catalog.princeton.edu/catalog/coin-3810,Coin 3810,
coin-9560,https://catalog.princeton.edu/catalog/coin-9560,Coin 9560,
coin-3853,https://catalog.princeton.edu/catalog/coin-3853,Coin 3853,
coin-3731,https://catalog.princeton.edu/catalog/coin-3731,Coin 3731,
coin-3767,https://catalog.princeton.edu/catalog/coin-3767,Coin 3767,3.29
coin-3811,https://catalog.princeton.edu/catalog/coin-3811,Coin 3811,
coin-3773,https://catalog.princeton.edu/catalog/coin-3773,Coin 3773,21.91
coin-3465,https://catalog.princeton.edu/catalog/coin-3465,Coin 3465,
coin-8045,https://catalog.princeton.edu/catalog/coin-8045,Coin 8045,2.87
coin-8000,https://catalog.princeton.edu/catalog/coin-8000,Coin 8000,
coin-8047,https://catalog.princeton.edu/catalog/coin-8047,Coin 8047,2.67
coin-8257,https://catalog.princeton.edu/catalog/coin-8257,Coin 8257,0.53
coin-8249,https://catalog.princeton.edu/catalog/coin-8249,Coin 8249,5.38
coin-8251,https://catalog.princeton.edu/catalog/coin-8251,Coin 8251,0.86
coin-8050,https://catalog.princeton.edu/catalog/coin-8050,Coin 8050,2.58
coin-8052,https://catalog.princeton.edu/catalog/coin-8052,Coin 8052,2.44
coin-8255,https://catalog.princeton.edu/catalog/coin-8255,Coin 8255,0.39
coin-8046,https://catalog.princeton.edu/catalog/coin-8046,Coin 8046,2.22
coin-8259,https://catalog.princeton.edu/catalog/coin-8259,Coin 8259,0.34
coin-8006,https://catalog.princeton.edu/catalog/coin-8006,Coin 8006,
coin-13932,https://catalog.princeton.edu/catalog/coin-13932,Coin 13932,32.72
coin-15154,https://catalog.princeton.edu/catalog/coin-15154,Coin 15154,
coin-8274,https://catalog.princeton.edu/catalog/coin-8274,Coin 8274,57.952
coin-8053,https://catalog.princeton.edu/catalog/coin-8053,Coin 8053,2.2
coin-9280,https://catalog.princeton.edu/catalog/coin-9280,Coin 9280,0.95
coin-15153,https://catalog.princeton.edu/catalog/coin-15153,Coin 15153,
coin-13783,https://catalog.princeton.edu/catalog/coin-13783,Coin 13783,23.16
coin-15026,https://catalog.princeton.edu/catalog/coin-15026,Coin 15026,
coin-5806,https://catalog.princeton.edu/catalog/coin-5806,Coin 5806,3.28
coin-13742,https://catalog.princeton.edu/catalog/coin-13742,Coin 13742,
coin-8276,https://catalog.princeton.edu/catalog/coin-8276,Coin 8276,51.47
coin-8260,https://catalog.princeton.edu/catalog/coin-8260,Coin 8260,0.75
coin-15061,https://catalog.princeton.edu/catalog/coin-15061,Coin 15061,0.52
coin-8261,https://catalog.princeton.edu/catalog/coin-8261,Coin 8261,0.65
coin-14014,https://catalog.princeton.edu/catalog/coin-14014,Coin 14014,21.17
coin-184,https://catalog.princeton.edu/catalog/coin-184,Coin 184,
coin-186,https://catalog.princeton.edu/catalog/coin-186,Coin 186,
coin-195,https://catalog.princeton.edu/catalog/coin-195,Coin 195,19.08
coin-9283,https://catalog.princeton.edu/catalog/coin-9283,Coin 9283,1.91
coin-15024,https://catalog.princeton.edu/catalog/coin-15024,Coin 15024,2.03
coin-15022,https://catalog.princeton.edu/catalog/coin-15022,Coin 15022,
coin-196,https://catalog.princeton.edu/catalog/coin-196,Coin 196,10.69
coin-9284,https://catalog.princeton.edu/catalog/coin-9284,Coin 9284,0.7
coin-200,https://catalog.princeton.edu/catalog/coin-200,Coin 200,20.3
coin-15020,https://catalog.princeton.edu/catalog/coin-15020,Coin 15020,4.52
coin-11827,https://catalog.princeton.edu/catalog/coin-11827,Coin 11827,5.834
coin-11828,https://catalog.princeton.edu/catalog/coin-11828,Coin 11828,3.52
coin-199,https://catalog.princeton.edu/catalog/coin-199,Coin 199,10.45
coin-15021,https://catalog.princeton.edu/catalog/coin-15021,Coin 15021,5.11
coin-14007,https://catalog.princeton.edu/catalog/coin-14007,Coin 14007,46.98
coin-11833,https://catalog.princeton.edu/catalog/coin-11833,Coin 11833,7.141
coin-13786,https://catalog.princeton.edu/catalog/coin-13786,Coin 13786,17.78
coin-4845,https://catalog.princeton.edu/catalog/coin-4845,Coin 4845,
coin-205,https://catalog.princeton.edu/catalog/coin-205,Coin 205,3.22
coin-5746,https://catalog.princeton.edu/catalog/coin-5746,Coin 5746,2.75
coin-8091,https://catalog.princeton.edu/catalog/coin-8091,Coin 8091,11.42
coin-14009,https://catalog.princeton.edu/catalog/coin-14009,Coin 14009,87.03
coin-293,https://catalog.princeton.edu/catalog/coin-293,Coin 293,2.76
coin-5763,https://catalog.princeton.edu/catalog/coin-5763,Coin 5763,2.41
coin-13746,https://catalog.princeton.edu/catalog/coin-13746,Coin 13746,23.04
coin-5759,https://catalog.princeton.edu/catalog/coin-5759,Coin 5759,11.08
coin-294,https://catalog.princeton.edu/catalog/coin-294,Coin 294,2.99
coin-6947,https://catalog.princeton.edu/catalog/coin-6947,Coin 6947,3.36
coin-6908,https://catalog.princeton.edu/catalog/coin-6908,Coin 6908,1.98
coin-301,https://catalog.princeton.edu/catalog/coin-301,Coin 301,2.91
coin-4858,https://catalog.princeton.edu/catalog/coin-4858,Coin 4858,
coin-6913,https://catalog.princeton.edu/catalog/coin-6913,Coin 6913,3.35
coin-292,https://catalog.princeton.edu/catalog/coin-292,Coin 292,3.13
coin-4901,https://catalog.princeton.edu/catalog/coin-4901,Coin 4901,32.95
coin-6912,https://catalog.princeton.edu/catalog/coin-6912,Coin 6912,3.32
coin-319,https://catalog.princeton.edu/catalog/coin-319,Coin 319,
coin-7240,https://catalog.princeton.edu/catalog/coin-7240,Coin 7240,
coin-340,https://catalog.princeton.edu/catalog/coin-340,Coin 340,2.5
coin-9593,https://catalog.princeton.edu/catalog/coin-9593,Coin 9593,
coin-5767,https://catalog.princeton.edu/catalog/coin-5767,Coin 5767,1.93
coin-6920,https://catalog.princeton.edu/catalog/coin-6920,Coin 6920,3.31
coin-9600,https://catalog.princeton.edu/catalog/coin-9600,Coin 9600,
coin-7243,https://catalog.princeton.edu/catalog/coin-7243,Coin 7243,
coin-4925,https://catalog.princeton.edu/catalog/coin-4925,Coin 4925,
coin-341,https://catalog.princeton.edu/catalog/coin-341,Coin 341,3.22
coin-13741,https://catalog.princeton.edu/catalog/coin-13741,Coin 13741,17.1
coin-6948,https://catalog.princeton.edu/catalog/coin-6948,Coin 6948,3.27
coin-342,https://catalog.princeton.edu/catalog/coin-342,Coin 342,
coin-327,https://catalog.princeton.edu/catalog/coin-327,Coin 327,1.35
coin-9585,https://catalog.princeton.edu/catalog/coin-9585,Coin 9585,
coin-6919,https://catalog.princeton.edu/catalog/coin-6919,Coin 6919,3.3
coin-5762,https://catalog.princeton.edu/catalog/coin-5762,Coin 5762,11.1
coin-354,https://catalog.princeton.edu/catalog/coin-354,Coin 354,
coin-6917,https://catalog.princeton.edu/catalog/coin-6917,Coin 6917,3.34
coin-365,https://catalog.princeton.edu/catalog/coin-365,Coin 365,
coin-9597,https://catalog.princeton.edu/catalog/coin-9597,Coin 9597,
coin-6923,https://catalog.princeton.edu/catalog/coin-6923,Coin 6923,3.32
coin-325,https://catalog.princeton.edu/catalog/coin-325,Coin 325,
coin-5772,https://catalog.princeton.edu/catalog/coin-5772,Coin 5772,1.97
coin-4965,https://catalog.princeton.edu/catalog/coin-4965,Coin 4965,
coin-436,https://catalog.princeton.edu/catalog/coin-436,Coin 436,
coin-5773,https://catalog.princeton.edu/catalog/coin-5773,Coin 5773,1.99
coin-369,https://catalog.princeton.edu/catalog/coin-369,Coin 369,
coin-437,https://catalog.princeton.edu/catalog/coin-437,Coin 437,
coin-5083,https://catalog.princeton.edu/catalog/coin-5083,Coin 5083,
coin-9690,https://catalog.princeton.edu/catalog/coin-9690,Coin 9690,
coin-7426,https://catalog.princeton.edu/catalog/coin-7426,Coin 7426,
coin-5777,https://catalog.princeton.edu/catalog/coin-5777,Coin 5777,2.03
coin-14005,https://catalog.princeton.edu/catalog/coin-14005,Coin 14005,49.48
coin-7477,https://catalog.princeton.edu/catalog/coin-7477,Coin 7477,
coin-13784,https://catalog.princeton.edu/catalog/coin-13784,Coin 13784,19.25
coin-13715,https://catalog.princeton.edu/catalog/coin-13715,Coin 13715,
coin-513,https://catalog.princeton.edu/catalog/coin-513,Coin 513,1.76
coin-13011,https://catalog.princeton.edu/catalog/coin-13011,Coin 13011,0.94
coin-13990,https://catalog.princeton.edu/catalog/coin-13990,Coin 13990,0.35
coin-13442,https://catalog.princeton.edu/catalog/coin-13442,Coin 13442,1.21
coin-13979,https://catalog.princeton.edu/catalog/coin-13979,Coin 13979,19.22
coin-13010,https://catalog.princeton.edu/catalog/coin-13010,Coin 13010,1.44
coin-13544,https://catalog.princeton.edu/catalog/coin-13544,Coin 13544,1.09
coin-13993,https://catalog.princeton.edu/catalog/coin-13993,Coin 13993,
coin-13976,https://catalog.princeton.edu/catalog/coin-13976,Coin 13976,
coin-13982,https://catalog.princeton.edu/catalog/coin-13982,Coin 13982,0.6
coin-13440,https://catalog.princeton.edu/catalog/coin-13440,Coin 13440,0.95
coin-13439,https://catalog.princeton.edu/catalog/coin-13439,Coin 13439,1.36
coin-13970,https://catalog.princeton.edu/catalog/coin-13970,Coin 13970,4.0
coin-13967,https://catalog.princeton.edu/catalog/coin-13967,Coin 13967,4.31
coin-13973,https://catalog.princeton.edu/catalog/coin-13973,Coin 13973,4.43
coin-13987,https://catalog.princeton.edu/catalog/coin-13987,Coin 13987,0.6
