identifier,full_link,title,weight,axis
coin-3864,https://catalog.princeton.edu/catalog/coin-3864,"9 Pence, Philadelphia",,
coin-3865,https://catalog.princeton.edu/catalog/coin-3865,"9 Pence, Philadelphia",,
coin-3866,https://catalog.princeton.edu/catalog/coin-3866,"9 Pence, Philadelphia",,
coin-3867,https://catalog.princeton.edu/catalog/coin-3867,"9 Pence, Philadelphia",,
coin-3868,https://catalog.princeton.edu/catalog/coin-3868,"Augustus (-30 to 14), bronze, Chalcis",5.79,12
coin-3869,https://catalog.princeton.edu/catalog/coin-3869,"Augustus (-30 to 14), bronze, Antioch",9.2,12
coin-387,https://catalog.princeton.edu/catalog/coin-387,"Anastasius I (491 to 518), 5 nummi, Antioch",,5
coin-3870,https://catalog.princeton.edu/catalog/coin-3870,"Augustus (-30 to 14), dupondius, Cnossos(?)",12.16,12
coin-3871,https://catalog.princeton.edu/catalog/coin-3871,"Augustus (-30 to 14), bronze, Antioch",16.5,12
coin-3872,https://catalog.princeton.edu/catalog/coin-3872,"Augustus (-30 to 14), bronze, Berytus",6.9,12
coin-3873,https://catalog.princeton.edu/catalog/coin-3873,"Augustus (-30 to 14), Tetradrachm, Antioch",14.62,11
coin-3874,https://catalog.princeton.edu/catalog/coin-3874,"Augustus (-30 to 14), cistophorius, Ephesus",11.61,12
coin-3875,https://catalog.princeton.edu/catalog/coin-3875,"Augustus (-30 to 14), cistophorius, Ephesus",11.55,1
coin-3876,https://catalog.princeton.edu/catalog/coin-3876,"Augustus (-30 to 14), cistophorius, Pergamum",11.46,12
coin-3877,https://catalog.princeton.edu/catalog/coin-3877,"Augustus (-30 to 14), cistophorius, Ephesus",11.06,12
coin-3878,https://catalog.princeton.edu/catalog/coin-3878,"Augustus (-30 to 14), dupondius, Cnossos(?)",11.2,6
coin-3879,https://catalog.princeton.edu/catalog/coin-3879,"Augustus (-30 to 14), bronze, Cnossos(?)",9.79,12
coin-388,https://catalog.princeton.edu/catalog/coin-388,"Anastasius I (491 to 518), 5 nummi, Antioch",1.65,2
coin-3880,https://catalog.princeton.edu/catalog/coin-3880,"Augustus (-30 to 14), bronze, Antioch",8.03,12
coin-3881,https://catalog.princeton.edu/catalog/coin-3881,"Augustus (-30 to 14), bronze, Antioch",10.25,12
coin-3882,https://catalog.princeton.edu/catalog/coin-3882,"Augustus (-30 to 14), bronze, Antioch",9.7,1
coin-3883,https://catalog.princeton.edu/catalog/coin-3883,"Augustus (-30 to 14), bronze",11.35,1
coin-3884,https://catalog.princeton.edu/catalog/coin-3884,"Augustus (-30 to 14), bronze, Antioch",16.6,1
coin-3885,https://catalog.princeton.edu/catalog/coin-3885,"Augustus (-30 to 14), bronze, Antioch",7.62,12
coin-3886,https://catalog.princeton.edu/catalog/coin-3886,"Augustus (-30 to 14), bronze, Antioch",7.51,12
coin-3887,https://catalog.princeton.edu/catalog/coin-3887,"Augustus (-30 to 14), bronze, Antioch",14.79,12
coin-3888,https://catalog.princeton.edu/catalog/coin-3888,"Augustus (-30 to 14), bronze, Antioch",19.97,1
coin-3889,https://catalog.princeton.edu/catalog/coin-3889,"Augustus (-30 to 14), bronze, Antioch",14.18,1
coin-389,https://catalog.princeton.edu/catalog/coin-389,"Anastasius I (491 to 518), 5 nummi, Antioch",1.6,3
coin-3890,https://catalog.princeton.edu/catalog/coin-3890,"Augustus (-30 to 14), as",10.93,1
coin-3891,https://catalog.princeton.edu/catalog/coin-3891,"Augustus (-30 to 14), as",11.14,12
coin-3892,https://catalog.princeton.edu/catalog/coin-3892,"Augustus (-30 to 14), as",10.17,1
coin-3893,https://catalog.princeton.edu/catalog/coin-3893,"Augustus (-30 to 14), sestertius",25.73,12
coin-3894,https://catalog.princeton.edu/catalog/coin-3894,"Augustus (-30 to 14), as",10.32,1
coin-3895,https://catalog.princeton.edu/catalog/coin-3895,"Augustus (-30 to 14), as",9.49,12
coin-3896,https://catalog.princeton.edu/catalog/coin-3896,"Augustus (-30 to 14), bronze, Antioch",4.09,12
coin-3897,https://catalog.princeton.edu/catalog/coin-3897,"Augustus (-30 to 14), as",5.07,12
coin-3898,https://catalog.princeton.edu/catalog/coin-3898,"Augustus (-30 to 14), bronze, Antioch",10.87,12
coin-3899,https://catalog.princeton.edu/catalog/coin-3899,"Augustus (-30 to 14), bronze, Antioch",9.53,12
coin-39,https://catalog.princeton.edu/catalog/coin-39,"Anastasius I (491 to 518), 40 nummi, Constantinople",17.69,7
coin-390,https://catalog.princeton.edu/catalog/coin-390,"Anastasius I (491 to 518), 5 nummi, Antioch",1.4,12
coin-3900,https://catalog.princeton.edu/catalog/coin-3900,"Augustus (-30 to 14), bronze, Antioch",8.5,1
coin-3901,https://catalog.princeton.edu/catalog/coin-3901,"Augustus (-30 to 14), bronze, Antioch",9.18,12
coin-3902,https://catalog.princeton.edu/catalog/coin-3902,"Augustus (-30 to 14), as",10.32,12
coin-3903,https://catalog.princeton.edu/catalog/coin-3903,"Augustus (-30 to 14), as",4.1,12
coin-3904,https://catalog.princeton.edu/catalog/coin-3904,"Augustus (-30 to 14), as",3.32,12
coin-3905,https://catalog.princeton.edu/catalog/coin-3905,"Augustus (-30 to 14), as",4.59,12
coin-3906,https://catalog.princeton.edu/catalog/coin-3906,"Augustus (-30 to 14), semis",2.68,12
coin-3907,https://catalog.princeton.edu/catalog/coin-3907,"Augustus (-30 to 14), as",9.02,1
coin-3908,https://catalog.princeton.edu/catalog/coin-3908,"Augustus (-30 to 14), bronze, Antioch",6.03,12
coin-3909,https://catalog.princeton.edu/catalog/coin-3909,"Augustus (-30 to 14), bronze, Antioch",5.42,12
coin-391,https://catalog.princeton.edu/catalog/coin-391,"Anastasius I (491 to 518), 5 nummi, Antioch",1.92,6
coin-3910,https://catalog.princeton.edu/catalog/coin-3910,"Augustus (-30 to 14), bronze, Antioch",6.54,12
coin-3911,https://catalog.princeton.edu/catalog/coin-3911,"Augustus (-30 to 14), bronze, Antioch",4.88,12
coin-3912,https://catalog.princeton.edu/catalog/coin-3912,"Augustus (-30 to 14), bronze, Antioch",5.94,11
coin-3913,https://catalog.princeton.edu/catalog/coin-3913,"Augustus (-30 to 14), bronze, Antioch",15.58,12
coin-3914,https://catalog.princeton.edu/catalog/coin-3914,"Augustus (-30 to 14), bronze, Antioch",6.23,12
coin-3915,https://catalog.princeton.edu/catalog/coin-3915,"Augustus (-30 to 14), bronze, Antioch",5.99,12
coin-3916,https://catalog.princeton.edu/catalog/coin-3916,"Augustus (-30 to 14), bronze, Antioch",4.77,12
coin-3917,https://catalog.princeton.edu/catalog/coin-3917,"Augustus (-30 to 14), bronze, Antioch",5.54,12
coin-3918,https://catalog.princeton.edu/catalog/coin-3918,"Augustus (-30 to 14), bronze",3.08,12
coin-3919,https://catalog.princeton.edu/catalog/coin-3919,"Augustus (-30 to 14), bronze",4.88,12
coin-392,https://catalog.princeton.edu/catalog/coin-392,"Anastasius I (491 to 518), 5 nummi, Antioch",,4
coin-3920,https://catalog.princeton.edu/catalog/coin-3920,"Augustus (-30 to 14), as",4.94,12
coin-3921,https://catalog.princeton.edu/catalog/coin-3921,"Augustus (-30 to 14), bronze, Antioch",8.78,12
coin-3922,https://catalog.princeton.edu/catalog/coin-3922,"Augustus (-30 to 14), as",10.73,1
coin-3923,https://catalog.princeton.edu/catalog/coin-3923,"Augustus (-30 to 14), bronze, Antioch",8.08,12
coin-3924,https://catalog.princeton.edu/catalog/coin-3924,"Augustus (-30 to 14), bronze",12.13,12
coin-3925,https://catalog.princeton.edu/catalog/coin-3925,"Augustus (-30 to 14), bronze, Antioch",10.61,12
coin-3926,https://catalog.princeton.edu/catalog/coin-3926,"Augustus (-30 to 14), bronze, Antioch",9.28,12
coin-3927,https://catalog.princeton.edu/catalog/coin-3927,"Augustus (-30 to 14), bronze, Antioch",8.81,12
coin-3928,https://catalog.princeton.edu/catalog/coin-3928,"Augustus (-30 to 14), bronze, Antioch",6.94,12
coin-3929,https://catalog.princeton.edu/catalog/coin-3929,"Augustus (-30 to 14), bronze, Antioch",3.26,
coin-393,https://catalog.princeton.edu/catalog/coin-393,"Anastasius I (491 to 518), 5 nummi, Antioch",1.82,5
coin-3930,https://catalog.princeton.edu/catalog/coin-3930,"Augustus (-30 to 14), bronze, Antioch",8.45,1
coin-3931,https://catalog.princeton.edu/catalog/coin-3931,"Augustus (-30 to 14), as",8.75,11
coin-3933,https://catalog.princeton.edu/catalog/coin-3933,"Augustus (-30 to 14), as",12.64,12
coin-3934,https://catalog.princeton.edu/catalog/coin-3934,"Augustus (-30 to 14), as",10.52,12
coin-3935,https://catalog.princeton.edu/catalog/coin-3935,"Augustus (-30 to 14), as",7.29,12
coin-3936,https://catalog.princeton.edu/catalog/coin-3936,"Augustus (-30 to 14), bronze, Antioch",7.33,12
coin-3937,https://catalog.princeton.edu/catalog/coin-3937,"Augustus (-30 to 14), bronze, Antioch",6.27,11
coin-3938,https://catalog.princeton.edu/catalog/coin-3938,"Augustus (-30 to 14), bronze, Antioch",5.68,11
coin-3939,https://catalog.princeton.edu/catalog/coin-3939,"Augustus (-30 to 14), bronze, Antioch",6.92,12
coin-394,https://catalog.princeton.edu/catalog/coin-394,"Anastasius I (491 to 518), 5 nummi, Antioch",1.33,4
coin-3940,https://catalog.princeton.edu/catalog/coin-3940,"Augustus (-30 to 14), bronze, Antioch",6.47,12
coin-3941,https://catalog.princeton.edu/catalog/coin-3941,"Augustus (-30 to 14), bronze, Antioch",6.2,12
coin-3942,https://catalog.princeton.edu/catalog/coin-3942,"Augustus (-30 to 14), bronze, Antioch",7.37,12
coin-3943,https://catalog.princeton.edu/catalog/coin-3943,"Augustus (-30 to 14), bronze, Antioch",5.82,12
coin-3944,https://catalog.princeton.edu/catalog/coin-3944,"Augustus (-30 to 14), bronze, Antioch",7.01,11
coin-3945,https://catalog.princeton.edu/catalog/coin-3945,"Augustus (-30 to 14), bronze, Antioch",6.08,12
coin-3946,https://catalog.princeton.edu/catalog/coin-3946,"Augustus (-30 to 14), bronze, Antioch",5.88,12
coin-3947,https://catalog.princeton.edu/catalog/coin-3947,"Augustus (-30 to 14), bronze, Antioch",7.78,11
coin-3948,https://catalog.princeton.edu/catalog/coin-3948,"Augustus (-30 to 14), bronze, Antioch",6.61,11
coin-3949,https://catalog.princeton.edu/catalog/coin-3949,"Augustus (-30 to 14), bronze, Antioch",5.69,12
coin-395,https://catalog.princeton.edu/catalog/coin-395,"Anastasius I (491 to 518), 5 nummi, Antioch",1.25,7
coin-3950,https://catalog.princeton.edu/catalog/coin-3950,"Augustus (-30 to 14), bronze, Antioch",6.82,12
coin-3951,https://catalog.princeton.edu/catalog/coin-3951,"Augustus (-30 to 14), bronze, Antioch",6.41,12
coin-3952,https://catalog.princeton.edu/catalog/coin-3952,"Augustus (-30 to 14), bronze, Antioch",6.24,12
coin-3953,https://catalog.princeton.edu/catalog/coin-3953,"Augustus (-30 to 14), bronze, Antioch",5.66,12
coin-3954,https://catalog.princeton.edu/catalog/coin-3954,"Augustus (-30 to 14), bronze, Antioch",6.48,11
coin-3955,https://catalog.princeton.edu/catalog/coin-3955,"Augustus (-30 to 14), bronze, Antioch",6.17,12
coin-3956,https://catalog.princeton.edu/catalog/coin-3956,"Augustus (-30 to 14), bronze, Antioch",6.72,12
coin-3957,https://catalog.princeton.edu/catalog/coin-3957,"Augustus (-30 to 14), bronze, Antioch",7.4,12
coin-3958,https://catalog.princeton.edu/catalog/coin-3958,"Augustus (-30 to 14), bronze, Antioch",6.98,11
coin-3959,https://catalog.princeton.edu/catalog/coin-3959,"Augustus (-30 to 14), bronze, Antioch",6.34,12
coin-396,https://catalog.princeton.edu/catalog/coin-396,"Anastasius I (491 to 518), 5 nummi, Antioch",,3
coin-3960,https://catalog.princeton.edu/catalog/coin-3960,"Augustus (-30 to 14), bronze, Antioch",7.25,12
coin-3961,https://catalog.princeton.edu/catalog/coin-3961,"Augustus (-30 to 14), bronze, Antioch",6.81,11
coin-3962,https://catalog.princeton.edu/catalog/coin-3962,"Augustus (-30 to 14), bronze, Antioch",6.69,12
coin-3963,https://catalog.princeton.edu/catalog/coin-3963,"Augustus (-30 to 14), bronze, Antioch",7.78,12
coin-3964,https://catalog.princeton.edu/catalog/coin-3964,"Augustus (-30 to 14), bronze, Antioch",7.5,12
coin-3965,https://catalog.princeton.edu/catalog/coin-3965,"Augustus (-30 to 14), bronze, Antioch",2.37,2
coin-3966,https://catalog.princeton.edu/catalog/coin-3966,"Augustus (-30 to 14), bronze, Antioch",6.27,11
coin-3967,https://catalog.princeton.edu/catalog/coin-3967,"Augustus (-30 to 14), bronze, Antioch",6.99,12
coin-3968,https://catalog.princeton.edu/catalog/coin-3968,"Augustus (-30 to 14), bronze, Antioch",8.84,1
coin-3969,https://catalog.princeton.edu/catalog/coin-3969,"Augustus (-30 to 14), as",9.01,
coin-397,https://catalog.princeton.edu/catalog/coin-397,"Anastasius I (491 to 518), 5 nummi, Antioch",,5
coin-3970,https://catalog.princeton.edu/catalog/coin-3970,"Justin I (518 to 527), tremissis, Constantinople",1.34,6
coin-3971,https://catalog.princeton.edu/catalog/coin-3971,"Justin I (518 to 527), solidus, Constantinople",2.1,6
coin-3972,https://catalog.princeton.edu/catalog/coin-3972,"Justin I (518 to 527), 40 nummi, Constantinople",16.15,7
coin-3973,https://catalog.princeton.edu/catalog/coin-3973,"Justin I (518 to 527), 40 nummi, Nicomedia",13.92,31
coin-3974,https://catalog.princeton.edu/catalog/coin-3974,"Justin I (518 to 527), 40 nummi, Constantinople",14.88,7
coin-3975,https://catalog.princeton.edu/catalog/coin-3975,"Justin I (518 to 527), 40 nummi, Constantinople",15.88,12
coin-3976,https://catalog.princeton.edu/catalog/coin-3976,"Justin I (518 to 527), 40 nummi, Constantinople",13.35,12
coin-3977,https://catalog.princeton.edu/catalog/coin-3977,"Justin I (518 to 527), 40 nummi, Constantinople",15.83,1
coin-3978,https://catalog.princeton.edu/catalog/coin-3978,"Justin I (518 to 527), 40 nummi, Constantinople",16.17,12
coin-3979,https://catalog.princeton.edu/catalog/coin-3979,"Justin I (518 to 527), 40 nummi, Constantinople",17.16,12
coin-398,https://catalog.princeton.edu/catalog/coin-398,"Anastasius I (491 to 518), 5 nummi, Antioch",1.85,6
coin-3980,https://catalog.princeton.edu/catalog/coin-3980,"Justin I (518 to 527), 40 nummi, Nicomedia",16.85,11
coin-3981,https://catalog.princeton.edu/catalog/coin-3981,"Justin I (518 to 527), 40 nummi, Constantinople",15.74,7
coin-3982,https://catalog.princeton.edu/catalog/coin-3982,"Justin I (518 to 527), 40 nummi, Constantinople",16.86,7
coin-3983,https://catalog.princeton.edu/catalog/coin-3983,"Justin I (518 to 527), 40 nummi, Constantinople",13.33,7
coin-3984,https://catalog.princeton.edu/catalog/coin-3984,"Justin I (518 to 527), 40 nummi, Constantinople",15.86,12
coin-3986,https://catalog.princeton.edu/catalog/coin-3986,"Justin I (518 to 527), 40 nummi, Constantinople",16.69,2
coin-3988,https://catalog.princeton.edu/catalog/coin-3988,"Justin I (518 to 527), 40 nummi, Constantinople",12.73,1
coin-399,https://catalog.princeton.edu/catalog/coin-399,"Anastasius I (491 to 518), 5 nummi, Antioch",1.72,5
coin-3991,https://catalog.princeton.edu/catalog/coin-3991,"Justin I (518 to 527), 40 nummi, Constantinople",17.65,12
coin-3992,https://catalog.princeton.edu/catalog/coin-3992,"Justin I (518 to 527), 20 nummi, Constantinople",9.93,6
coin-3993,https://catalog.princeton.edu/catalog/coin-3993,"Justin I (518 to 527), 20 nummi, Constantinople",9.29,12
coin-3994,https://catalog.princeton.edu/catalog/coin-3994,"Justin I (518 to 527), 20 nummi, Constantinople",7.78,12
coin-3995,https://catalog.princeton.edu/catalog/coin-3995,"Justin I (518 to 527), 20 nummi, Constantinople",,
coin-3996,https://catalog.princeton.edu/catalog/coin-3996,"Justin I (518 to 527), 10 nummi, Constantinople",3.69,6
coin-3997,https://catalog.princeton.edu/catalog/coin-3997,"Justin I (518 to 527), 5 nummi, Constantinople",1.54,3
coin-3998,https://catalog.princeton.edu/catalog/coin-3998,"Justin I (518 to 527), 5 nummi, Constantinople",1.98,3
coin-3999,https://catalog.princeton.edu/catalog/coin-3999,"Justin I (518 to 527), 5 nummi, Constantinople",2.82,6
coin-40,https://catalog.princeton.edu/catalog/coin-40,"Anastasius I (491 to 518), 40 nummi, Constantinople",15.42,6
coin-400,https://catalog.princeton.edu/catalog/coin-400,"Anastasius I (491 to 518), 5 nummi, Antioch",2.18,10
coin-4000,https://catalog.princeton.edu/catalog/coin-4000,"Justin I (518 to 527), 5 nummi, Constantinople",2.73,7
coin-4001,https://catalog.princeton.edu/catalog/coin-4001,"Justin I (518 to 527), 5 nummi, Constantinople",1.81,6
coin-4003,https://catalog.princeton.edu/catalog/coin-4003,"Anastasius I (491 to 518), 2 1/2 nummi, Antioch",0.56,12
coin-4004,https://catalog.princeton.edu/catalog/coin-4004,"Justin I (518 to 527), 40 nummi, Constantinople",17.65,12
coin-4005,https://catalog.princeton.edu/catalog/coin-4005,"Justin I (518 to 527), 5 nummi, Antioch",1.56,12
coin-4007,https://catalog.princeton.edu/catalog/coin-4007,"Theodoric the Great (493 to 526), solidus, Rome",4.43,6
coin-4008,https://catalog.princeton.edu/catalog/coin-4008,"Justin I (518 to 527), 10 nummi, Constantinople",3.98,6
coin-401,https://catalog.princeton.edu/catalog/coin-401,"Anastasius I (491 to 518), 5 nummi, Antioch",1.79,10
coin-4010,https://catalog.princeton.edu/catalog/coin-4010,"Justin I (518 to 527), 40 nummi, Antioch",15.35,6
coin-4011,https://catalog.princeton.edu/catalog/coin-4011,"Justin I (518 to 527), 40 nummi, Constantinople",14.93,12
coin-4012,https://catalog.princeton.edu/catalog/coin-4012,"Justin I (518 to 527), 40 nummi, Constantinople",17.35,6
coin-4013,https://catalog.princeton.edu/catalog/coin-4013,"Justin I (518 to 527), 40 nummi, Constantinople",14.63,6
coin-4014,https://catalog.princeton.edu/catalog/coin-4014,"Justin I (518 to 527), 40 nummi, Constantinople",16.79,7
coin-4015,https://catalog.princeton.edu/catalog/coin-4015,"Justin I (518 to 527), 40 nummi, Constantinople",12.47,11
coin-4016,https://catalog.princeton.edu/catalog/coin-4016,"Justin I (518 to 527), 40 nummi, Constantinople",13.67,12
coin-4017,https://catalog.princeton.edu/catalog/coin-4017,"Justin I (518 to 527), 40 nummi, Constantinople",14.42,6
coin-4018,https://catalog.princeton.edu/catalog/coin-4018,"Justin I (518 to 527), 40 nummi, Constantinople",16.67,6
coin-4019,https://catalog.princeton.edu/catalog/coin-4019,"Justin I (518 to 527), 40 nummi, Constantinople",18.19,6
coin-402,https://catalog.princeton.edu/catalog/coin-402,"Anastasius I (491 to 518), 5 nummi, Antioch",1.83,12
coin-4020,https://catalog.princeton.edu/catalog/coin-4020,"Justin I (518 to 527), 40 nummi, Constantinople",14.46,14
coin-4021,https://catalog.princeton.edu/catalog/coin-4021,"Justin I (518 to 527), 40 nummi, Antioch",15.63,6
coin-4023,https://catalog.princeton.edu/catalog/coin-4023,"Justin I (518 to 527), 40 nummi, Nicomedia",16.4,7
coin-4024,https://catalog.princeton.edu/catalog/coin-4024,"Justin I (518 to 527), 40 nummi, Antioch",16.08,6
coin-4025,https://catalog.princeton.edu/catalog/coin-4025,"Justin I (518 to 527), 40 nummi, Constantinople",15.33,11
coin-4026,https://catalog.princeton.edu/catalog/coin-4026,"Justin I (518 to 527), 40 nummi, Constantinople",17.82,6
coin-4027,https://catalog.princeton.edu/catalog/coin-4027,"Justin I (518 to 527), 40 nummi, Constantinople",17.82,11
coin-4028,https://catalog.princeton.edu/catalog/coin-4028,"Justin I (518 to 527), 40 nummi, Constantinople",14.03,7
coin-4029,https://catalog.princeton.edu/catalog/coin-4029,"Justin I (518 to 527), 40 nummi, Constantinople",12.09,6
coin-403,https://catalog.princeton.edu/catalog/coin-403,"Anastasius I (491 to 518), 5 nummi, Antioch",1.83,1
