identifier,full_link,title,weight,axis
coin-7278,https://catalog.princeton.edu/catalog/coin-7278,"Constans II (641 to 668), follis, Constantinople",3.78,6
coin-7279,https://catalog.princeton.edu/catalog/coin-7279,"Constans II (641 to 668), follis, Constantinople",2.12,12
coin-728,https://catalog.princeton.edu/catalog/coin-728,"Alexander III the Great (-336 to -323), Tetradrachm, Odessus",15.98,12
coin-7280,https://catalog.princeton.edu/catalog/coin-7280,"Seleucus II (-246 to -226), double, Antiocheia ad Orontem",7.55,2
coin-7281,https://catalog.princeton.edu/catalog/coin-7281,"Seleucus II (-246 to -226), double, Antiocheia ad Orontem",7.46,3
coin-7282,https://catalog.princeton.edu/catalog/coin-7282,"Soter Megas (55 to 105), Tetradrachm",8.5,12
coin-7283,https://catalog.princeton.edu/catalog/coin-7283,"Constantine I (306 to 337), follis, Antioch",5.74,6
coin-7284,https://catalog.princeton.edu/catalog/coin-7284,"Constantine I (306 to 337), follis, Antioch",2.28,6
coin-7285,https://catalog.princeton.edu/catalog/coin-7285,"Soter Megas (55 to 105), Tetradrachm",8.38,12
coin-7286,https://catalog.princeton.edu/catalog/coin-7286,"Soter Megas (55 to 105), Tetradrachm",7.82,12
coin-7287,https://catalog.princeton.edu/catalog/coin-7287,"Soter Megas (55 to 105), Tetradrachm",8.35,12
coin-7288,https://catalog.princeton.edu/catalog/coin-7288,"Soter Megas (55 to 105), Tetradrachm",7.6,12
coin-7289,https://catalog.princeton.edu/catalog/coin-7289,"Soter Megas (55 to 105), Tetradrachm",7.45,12
coin-729,https://catalog.princeton.edu/catalog/coin-729,"Alexander III the Great (-336 to -323), Tetradrachm, Odessus",15.96,12
coin-7290,https://catalog.princeton.edu/catalog/coin-7290,"Soter Megas (55 to 105), Tetradrachm",7.82,12
coin-7291,https://catalog.princeton.edu/catalog/coin-7291,"Soter Megas (55 to 105), Tetradrachm",7.7,12
coin-7292,https://catalog.princeton.edu/catalog/coin-7292,"Constantine I (306 to 337), follis, Antioch",2.53,5
coin-7293,https://catalog.princeton.edu/catalog/coin-7293,"Constantine I (306 to 337), follis, Antioch",1.83,10
coin-7294,https://catalog.princeton.edu/catalog/coin-7294,"Constantine I (306 to 337), follis, Antioch",1.7,6
coin-7295,https://catalog.princeton.edu/catalog/coin-7295,"Constantine I (306 to 337), follis, Antioch",2.23,5
coin-7296,https://catalog.princeton.edu/catalog/coin-7296,"Constantine I (306 to 337), follis, Antioch",2.6,4
coin-7297,https://catalog.princeton.edu/catalog/coin-7297,"Constantine I (306 to 337), follis, Antioch",2.36,5
coin-7298,https://catalog.princeton.edu/catalog/coin-7298,"Constantine I (306 to 337), follis, Antioch",2.06,11
coin-7299,https://catalog.princeton.edu/catalog/coin-7299,"Constantine I (306 to 337), follis, Antioch",2.08,5
coin-73,https://catalog.princeton.edu/catalog/coin-73,"Anastasius I (491 to 518), 40 nummi, Constantinople",,7
coin-730,https://catalog.princeton.edu/catalog/coin-730,"Alexander III the Great (-336 to -323), Tetradrachm, Odessus",15.87,12
coin-7300,https://catalog.princeton.edu/catalog/coin-7300,"Constantine I (306 to 337), follis, Antioch",1.7,5
coin-7301,https://catalog.princeton.edu/catalog/coin-7301,"Constantine I (306 to 337), follis, Antioch",2.02,12
coin-7302,https://catalog.princeton.edu/catalog/coin-7302,"Azes I, penta-chalkon",11.67,
coin-7303,https://catalog.princeton.edu/catalog/coin-7303,"Constantine I (306 to 337), follis, Antioch",1.78,4
coin-7304,https://catalog.princeton.edu/catalog/coin-7304,"Constantine I (306 to 337), follis, Antioch",2.04,11
coin-7305,https://catalog.princeton.edu/catalog/coin-7305,"Constantine I (306 to 337), follis, Antioch",2.41,5
coin-7306,https://catalog.princeton.edu/catalog/coin-7306,"Constantine I (306 to 337), follis, Antioch",2.23,5
coin-7307,https://catalog.princeton.edu/catalog/coin-7307,"Constantine I (306 to 337), follis, Antioch",1.79,10
coin-7308,https://catalog.princeton.edu/catalog/coin-7308,"Constantine I (306 to 337), follis, Antioch",2.53,4
coin-7309,https://catalog.princeton.edu/catalog/coin-7309,"Constantine I (306 to 337), follis, Antioch",2.22,12
coin-731,https://catalog.princeton.edu/catalog/coin-731,"Alexander III the Great (-336 to -323), Tetradrachm, Odessus",16.29,12
coin-7310,https://catalog.princeton.edu/catalog/coin-7310,"Constantine I (306 to 337), follis, Antioch",,6
coin-7311,https://catalog.princeton.edu/catalog/coin-7311,"Constantine I (306 to 337), follis, Antioch",1.81,11
coin-7312,https://catalog.princeton.edu/catalog/coin-7312,"Constantine I (306 to 337), follis, Antioch",1.45,5
coin-7313,https://catalog.princeton.edu/catalog/coin-7313,"Constantine I (306 to 337), follis, Antioch",2.01,12
coin-7314,https://catalog.princeton.edu/catalog/coin-7314,"Constantine I (306 to 337), follis, Antioch",1.75,6
coin-7315,https://catalog.princeton.edu/catalog/coin-7315,"Constantine I (306 to 337), follis, Antioch",1.04,6
coin-7316,https://catalog.princeton.edu/catalog/coin-7316,"Constantine I (306 to 337), follis, Antioch",1.9,10
coin-7317,https://catalog.princeton.edu/catalog/coin-7317,"Azes II (-35 to -12), Drachm, Sirkap",2.33,9
coin-7318,https://catalog.princeton.edu/catalog/coin-7318,"Soter Megas (55 to 105), Drachm",1.53,2
coin-7319,https://catalog.princeton.edu/catalog/coin-7319,"Constantine II, follis, Antioch",1.58,6
coin-732,https://catalog.princeton.edu/catalog/coin-732,"Alexander III the Great (-336 to -323), Tetradrachm, Odessus",16.31,12
coin-7320,https://catalog.princeton.edu/catalog/coin-7320,"Constantine II, follis, Antioch",0.71,5
coin-7321,https://catalog.princeton.edu/catalog/coin-7321,"Constantine I (306 to 337), follis, Antioch",1.21,5
coin-7322,https://catalog.princeton.edu/catalog/coin-7322,"Constantine II, follis, Antioch",1.21,12
coin-7323,https://catalog.princeton.edu/catalog/coin-7323,"Constantine II, follis, Antioch",1.32,6
coin-7324,https://catalog.princeton.edu/catalog/coin-7324,"Constantine II, follis, Antioch",1.39,5
coin-7325,https://catalog.princeton.edu/catalog/coin-7325,"Constantine I (306 to 337), follis, Antioch",1.74,12
coin-7326,https://catalog.princeton.edu/catalog/coin-7326,"Constantine II, follis, Antioch",1.24,12
coin-7327,https://catalog.princeton.edu/catalog/coin-7327,"Constantine I (306 to 337), follis, Antioch",1.57,6
coin-7328,https://catalog.princeton.edu/catalog/coin-7328,"Constantine I (306 to 337), follis, Antioch",1.12,5
coin-7329,https://catalog.princeton.edu/catalog/coin-7329,"Constantine I (306 to 337), follis, Antioch",1.37,6
coin-733,https://catalog.princeton.edu/catalog/coin-733,"Alexander III the Great (-336 to -323), Tetradrachm, Mesembria",16.29,12
coin-7330,https://catalog.princeton.edu/catalog/coin-7330,"Constantine I (306 to 337), follis, Antioch",0.99,11
coin-7331,https://catalog.princeton.edu/catalog/coin-7331,"Constantine I (306 to 337), follis, Antioch",1.06,12
coin-7332,https://catalog.princeton.edu/catalog/coin-7332,"Constantine I (306 to 337), follis, Antioch",1.21,5
coin-7333,https://catalog.princeton.edu/catalog/coin-7333,"Constantine I (306 to 337), follis, Antioch",1.85,6
coin-7334,https://catalog.princeton.edu/catalog/coin-7334,"denarius, Rome",3.763,5
coin-7335,https://catalog.princeton.edu/catalog/coin-7335,"denarius, Rome",3.212,5
coin-7336,https://catalog.princeton.edu/catalog/coin-7336,"denarius, Rome",3.909,9
coin-7337,https://catalog.princeton.edu/catalog/coin-7337,"denarius, Rome",3.45,5
coin-7338,https://catalog.princeton.edu/catalog/coin-7338,"denarius, Rome",3.885,9
coin-7339,https://catalog.princeton.edu/catalog/coin-7339,"denarius, Rome",3.896,1
coin-734,https://catalog.princeton.edu/catalog/coin-734,"Alexander III the Great (-336 to -323), Tetradrachm, Mesembria",16.39,12
coin-7340,https://catalog.princeton.edu/catalog/coin-7340,"denarius, Rome",3.919,6
coin-7341,https://catalog.princeton.edu/catalog/coin-7341,"denarius, Rome",3.844,4
coin-7342,https://catalog.princeton.edu/catalog/coin-7342,"denarius, Rome",3.925,9
coin-7343,https://catalog.princeton.edu/catalog/coin-7343,"denarius, Rome",3.904,8
coin-7344,https://catalog.princeton.edu/catalog/coin-7344,"denarius, Rome",3.844,7
coin-7345,https://catalog.princeton.edu/catalog/coin-7345,"denarius, Rome",3.876,9
coin-7346,https://catalog.princeton.edu/catalog/coin-7346,"denarius, Rome",3.94,1
coin-7347,https://catalog.princeton.edu/catalog/coin-7347,"Constans II (641 to 668), follis, Constantinople",4.32,7
coin-7348,https://catalog.princeton.edu/catalog/coin-7348,"Constans II (641 to 668), follis, Constantinople",2.55,8
coin-7349,https://catalog.princeton.edu/catalog/coin-7349,"Seleucus II (-246 to -226), double, Antiocheia ad Orontem",6.81,10
coin-735,https://catalog.princeton.edu/catalog/coin-735,"Alexander III the Great (-336 to -323), Tetradrachm, Odessus",16.02,12
coin-7350,https://catalog.princeton.edu/catalog/coin-7350,"Seleucus II (-246 to -226), double, Antiocheia ad Orontem",8.81,3
coin-7351,https://catalog.princeton.edu/catalog/coin-7351,"Seleucus II (-246 to -226), unit, Antiocheia ad Orontem",4.37,1
coin-7352,https://catalog.princeton.edu/catalog/coin-7352,"Seleucus II (-246 to -226), double, Antiocheia ad Orontem",7.85,3
coin-7353,https://catalog.princeton.edu/catalog/coin-7353,"Constans II (641 to 668), follis, Constantinople",4.93,6
coin-7354,https://catalog.princeton.edu/catalog/coin-7354,"Seleucus II (-246 to -226), unit, Antiocheia ad Orontem",2.69,11
coin-7355,https://catalog.princeton.edu/catalog/coin-7355,"Constans II (641 to 668), follis, Constantinople",3.82,12
coin-7356,https://catalog.princeton.edu/catalog/coin-7356,"Seleucus II (-246 to -226), unit, Antiocheia ad Orontem",4.12,12
coin-7357,https://catalog.princeton.edu/catalog/coin-7357,"Seleucus II (-246 to -226), unit, Antiocheia ad Orontem",4.99,11
coin-7358,https://catalog.princeton.edu/catalog/coin-7358,"Seleucus II (-246 to -226), unit, Antiocheia ad Orontem",3.84,1
coin-7359,https://catalog.princeton.edu/catalog/coin-7359,"Seleucus II (-246 to -226), unit, Antiocheia ad Orontem",4.66,11
coin-736,https://catalog.princeton.edu/catalog/coin-736,"Alexander III the Great (-336 to -323), Tetradrachm, Odessus",15.29,11
coin-7360,https://catalog.princeton.edu/catalog/coin-7360,"Seleucus II (-246 to -226), unit, Antiocheia ad Orontem",3.42,9
coin-7361,https://catalog.princeton.edu/catalog/coin-7361,"Seleucus II (-246 to -226), unit, Antiocheia ad Orontem",3.04,11
coin-7362,https://catalog.princeton.edu/catalog/coin-7362,"Seleucus II (-246 to -226), unit, Antiocheia ad Orontem",3.13,10
coin-7363,https://catalog.princeton.edu/catalog/coin-7363,"Seleucus II (-246 to -226), unit, Antiocheia ad Orontem",4.71,10
coin-7364,https://catalog.princeton.edu/catalog/coin-7364,"Seleucus II (-246 to -226), unit, Antiocheia ad Orontem",2.39,2
coin-7365,https://catalog.princeton.edu/catalog/coin-7365,"Constans II (641 to 668), follis, Constantinople",2.11,6
coin-7366,https://catalog.princeton.edu/catalog/coin-7366,"Seleucus II (-246 to -226), double, Antiocheia ad Orontem",5.85,2
coin-7367,https://catalog.princeton.edu/catalog/coin-7367,"Huvishka (150 to 180), unit",6.38,11
coin-7368,https://catalog.princeton.edu/catalog/coin-7368,"Philip I the Arab (244 to 249), antoninianus, Rome",4.04,7
coin-7369,https://catalog.princeton.edu/catalog/coin-7369,"Philip I the Arab (244 to 249), antoninianus, Rome",5.52,12
coin-737,https://catalog.princeton.edu/catalog/coin-737,"Alexander III the Great (-336 to -323), Tetradrachm, Mesembria",16.41,12
coin-7370,https://catalog.princeton.edu/catalog/coin-7370,"Vima Kadphises (105 to 127), unit",15.84,1
coin-7371,https://catalog.princeton.edu/catalog/coin-7371,"Philip I the Arab (244 to 249), antoninianus, Rome",3.38,7
coin-7372,https://catalog.princeton.edu/catalog/coin-7372,"Philip I the Arab (244 to 249), sestertius, Rome",19.91,12
coin-7373,https://catalog.princeton.edu/catalog/coin-7373,"Philip I the Arab (244 to 249), sestertius, Rome",17.18,12
coin-7374,https://catalog.princeton.edu/catalog/coin-7374,"denarius, Rome",3.97,4
coin-7375,https://catalog.princeton.edu/catalog/coin-7375,"denarius, Rome",3.84,12
coin-7376,https://catalog.princeton.edu/catalog/coin-7376,"denarius, Rome",3.93,12
coin-7377,https://catalog.princeton.edu/catalog/coin-7377,"denarius, Rome",3.74,1
coin-7378,https://catalog.princeton.edu/catalog/coin-7378,"denarius, Rome",3.73,6
coin-7379,https://catalog.princeton.edu/catalog/coin-7379,Mihiragula (515 to 530),3.65,3
coin-738,https://catalog.princeton.edu/catalog/coin-738,"Alexander III the Great (-336 to -323), bronze",5.36,6
coin-7380,https://catalog.princeton.edu/catalog/coin-7380,"Vasudeva (185 to 220), Taxila",8.46,12
coin-7381,https://catalog.princeton.edu/catalog/coin-7381,"Seleucus II (-246 to -226), unit, Antiocheia ad Orontem",3.42,11
coin-7382,https://catalog.princeton.edu/catalog/coin-7382,"Seleucus II (-246 to -226), double, Antiocheia ad Orontem",10.06,1
coin-7383,https://catalog.princeton.edu/catalog/coin-7383,"Seleucus II (-246 to -226), unit, Antiocheia ad Orontem",4.17,2
coin-7384,https://catalog.princeton.edu/catalog/coin-7384,"Seleucus II (-246 to -226), unit, Antiocheia ad Orontem",7.59,2
coin-7385,https://catalog.princeton.edu/catalog/coin-7385,"Seleucus II (-246 to -226), double, Antiocheia ad Orontem",5.5,10
coin-7386,https://catalog.princeton.edu/catalog/coin-7386,"Seleucus II (-246 to -226), double, Antiocheia ad Orontem",7.66,1
coin-7387,https://catalog.princeton.edu/catalog/coin-7387,"Seleucus II (-246 to -226), double, Antiocheia ad Orontem",6.27,12
coin-7388,https://catalog.princeton.edu/catalog/coin-7388,"Seleucus II (-246 to -226), double, Sardis",2.91,2
coin-7389,https://catalog.princeton.edu/catalog/coin-7389,"Constans II (641 to 668), follis, Constantinople",2.45,6
coin-739,https://catalog.princeton.edu/catalog/coin-739,"Anastasius I (491 to 518), 5 nummi, Antioch",1.16,7
coin-7390,https://catalog.princeton.edu/catalog/coin-7390,"Constans II (641 to 668), follis, Constantinople",4.03,12
coin-7391,https://catalog.princeton.edu/catalog/coin-7391,"denarius, Rome",3.944,8
coin-7392,https://catalog.princeton.edu/catalog/coin-7392,"denarius, Rome",3.862,8
coin-7393,https://catalog.princeton.edu/catalog/coin-7393,"denarius, Rome",3.811,2
coin-7394,https://catalog.princeton.edu/catalog/coin-7394,"denarius, Rome",3.875,11
coin-7395,https://catalog.princeton.edu/catalog/coin-7395,"denarius, Rome",3.847,1
coin-7396,https://catalog.princeton.edu/catalog/coin-7396,"denarius, Rome",3.76,8
coin-7397,https://catalog.princeton.edu/catalog/coin-7397,"denarius, Rome",3.979,12
coin-7398,https://catalog.princeton.edu/catalog/coin-7398,"denarius, Rome",3.952,2
coin-7399,https://catalog.princeton.edu/catalog/coin-7399,"Constantius I Chlorus (293 to 306), follis, Antioch",3.05,6
coin-74,https://catalog.princeton.edu/catalog/coin-74,"Anastasius I (491 to 518), 40 nummi, Constantinople",6.11,7
coin-740,https://catalog.princeton.edu/catalog/coin-740,"Anastasius I (491 to 518), 5 nummi, Antioch",1.59,3
coin-7400,https://catalog.princeton.edu/catalog/coin-7400,"Constantius I Chlorus (293 to 306), follis, Antioch",4.34,6
coin-7401,https://catalog.princeton.edu/catalog/coin-7401,"Constantius I Chlorus (293 to 306), follis, Antioch",,4
coin-7402,https://catalog.princeton.edu/catalog/coin-7402,"Constantine I (306 to 337), follis, Antioch",3.2,6
coin-7403,https://catalog.princeton.edu/catalog/coin-7403,"Constantine I (306 to 337), follis, Antioch",2.93,6
coin-7404,https://catalog.princeton.edu/catalog/coin-7404,"Constantine I (306 to 337), follis, Antioch",2.5,11
coin-7405,https://catalog.princeton.edu/catalog/coin-7405,"Constantine I (306 to 337), follis, Antioch",3.02,5
coin-7406,https://catalog.princeton.edu/catalog/coin-7406,"Constantine I (306 to 337), follis, Antioch",2.68,6
coin-7407,https://catalog.princeton.edu/catalog/coin-7407,"denarius, Rome",3.914,6
coin-7408,https://catalog.princeton.edu/catalog/coin-7408,"denarius, Rome",3.958,1
coin-7409,https://catalog.princeton.edu/catalog/coin-7409,"denarius, Rome",3.73,8
coin-741,https://catalog.princeton.edu/catalog/coin-741,"Anastasius I (491 to 518), 5 nummi, Antioch",1.65,12
coin-7410,https://catalog.princeton.edu/catalog/coin-7410,"denarius, Rome",4.017,1
coin-7411,https://catalog.princeton.edu/catalog/coin-7411,"denarius, Rome",3.874,6
coin-7412,https://catalog.princeton.edu/catalog/coin-7412,"denarius, Rome",3.917,5
coin-7413,https://catalog.princeton.edu/catalog/coin-7413,"denarius, Rome",3.918,4
coin-7414,https://catalog.princeton.edu/catalog/coin-7414,"Constantine I (306 to 337), follis, Antioch",2.6,5
coin-7415,https://catalog.princeton.edu/catalog/coin-7415,"Constantine I (306 to 337), follis, Antioch",3.45,6
coin-7416,https://catalog.princeton.edu/catalog/coin-7416,"stater, Sicyon",12.18,3
coin-7417,https://catalog.princeton.edu/catalog/coin-7417,"Constantine I (306 to 337), follis, Antioch",,6
coin-7418,https://catalog.princeton.edu/catalog/coin-7418,"Constans II (641 to 668), follis, Constantinople",3.45,8
coin-7419,https://catalog.princeton.edu/catalog/coin-7419,"Constans II (641 to 668), follis, Constantinople",2.55,2
coin-742,https://catalog.princeton.edu/catalog/coin-742,"Anastasius I (491 to 518), 5 nummi, Antioch",0.51,10
coin-7420,https://catalog.princeton.edu/catalog/coin-7420,"Constans II (641 to 668), follis, Constantinople",2.93,6
coin-7421,https://catalog.princeton.edu/catalog/coin-7421,"Constans II (641 to 668), follis, Constantinople",2.99,6
coin-7422,https://catalog.princeton.edu/catalog/coin-7422,"Seleucus II (-246 to -226), double, Antiocheia ad Orontem",2.5,
coin-7423,https://catalog.princeton.edu/catalog/coin-7423,"Seleucus II (-246 to -226), double, Antiocheia ad Orontem",7.29,12
coin-7424,https://catalog.princeton.edu/catalog/coin-7424,"Constantine I (306 to 337), follis, Antioch",2.347,5
coin-7425,https://catalog.princeton.edu/catalog/coin-7425,"Constantine I (306 to 337), follis, Antioch",2.756,5
coin-7426,https://catalog.princeton.edu/catalog/coin-7426,"Constantine I (306 to 337), follis, Antioch",,
coin-7427,https://catalog.princeton.edu/catalog/coin-7427,"Constantine II, follis, Antioch",2.037,6
coin-7428,https://catalog.princeton.edu/catalog/coin-7428,"stater, Sicyon",12.08,9
coin-7429,https://catalog.princeton.edu/catalog/coin-7429,"stater, Sicyon",11.52,12
coin-743,https://catalog.princeton.edu/catalog/coin-743,"Anastasius I (491 to 518), 5 nummi, Antioch",1.14,9
coin-7430,https://catalog.princeton.edu/catalog/coin-7430,"stater, Sicyon",11.95,6
coin-7431,https://catalog.princeton.edu/catalog/coin-7431,"Constantine II, follis, Antioch",1.347,6
coin-7432,https://catalog.princeton.edu/catalog/coin-7432,"hemiobol, Sicyon",2.73,3
coin-7433,https://catalog.princeton.edu/catalog/coin-7433,"hemiobol, Sicyon",2.78,12
coin-7434,https://catalog.princeton.edu/catalog/coin-7434,"Constantius II (337 to 361), follis, Antioch",,6
coin-7435,https://catalog.princeton.edu/catalog/coin-7435,"hemiobol, Sicyon",2.57,6
coin-7436,https://catalog.princeton.edu/catalog/coin-7436,"obol egin, Sicyon",0.82,9
coin-7437,https://catalog.princeton.edu/catalog/coin-7437,"Constans II (641 to 668), follis, Constantinople",2.83,6
coin-7438,https://catalog.princeton.edu/catalog/coin-7438,"Constans II (641 to 668), follis, Constantinople",2.9,3
coin-7439,https://catalog.princeton.edu/catalog/coin-7439,"Constans II (641 to 668), follis, Constantinople",4.02,6
coin-744,https://catalog.princeton.edu/catalog/coin-744,"Anastasius I (491 to 518), 5 nummi, Antioch",1.97,5
coin-7440,https://catalog.princeton.edu/catalog/coin-7440,"Constans II (641 to 668), follis, Constantinople",5.04,8
coin-7441,https://catalog.princeton.edu/catalog/coin-7441,"Constans II (641 to 668), follis, Constantinople",3.43,
coin-7442,https://catalog.princeton.edu/catalog/coin-7442,"denarius, Rome",3.742,9
coin-7443,https://catalog.princeton.edu/catalog/coin-7443,"denarius, Rome",3.879,7
coin-7444,https://catalog.princeton.edu/catalog/coin-7444,"denarius, Rome",3.67,6
coin-7445,https://catalog.princeton.edu/catalog/coin-7445,"denarius, Rome",3.825,9
coin-7446,https://catalog.princeton.edu/catalog/coin-7446,"denarius, Rome",3.948,1
coin-7447,https://catalog.princeton.edu/catalog/coin-7447,"denarius, Rome",3.921,7
coin-7448,https://catalog.princeton.edu/catalog/coin-7448,"Constantius II (337 to 361), follis, Antioch",1.203,6
coin-7449,https://catalog.princeton.edu/catalog/coin-7449,"Constantius II (337 to 361), follis, Antioch",1.7,5
coin-745,https://catalog.princeton.edu/catalog/coin-745,"Anastasius I (491 to 518), 5 nummi, Antioch",1.29,7
coin-7450,https://catalog.princeton.edu/catalog/coin-7450,"Constantius II (337 to 361), follis, Antioch",1.137,6
coin-7451,https://catalog.princeton.edu/catalog/coin-7451,"obol, Sicyon",1.27,5
coin-7452,https://catalog.princeton.edu/catalog/coin-7452,"hemiobol, Sicyon",2.11,6
coin-7453,https://catalog.princeton.edu/catalog/coin-7453,"hemiobol, Sicyon",1.46,6
coin-7454,https://catalog.princeton.edu/catalog/coin-7454,"denarius, Rome",3.797,11
coin-7455,https://catalog.princeton.edu/catalog/coin-7455,"denarius, Rome",3.764,3
coin-7456,https://catalog.princeton.edu/catalog/coin-7456,"denarius, Rome",3.934,2
coin-7457,https://catalog.princeton.edu/catalog/coin-7457,"denarius, Rome",3.897,6
coin-7458,https://catalog.princeton.edu/catalog/coin-7458,"denarius, Rome",3.89,6
coin-7459,https://catalog.princeton.edu/catalog/coin-7459,"Constans II (641 to 668), follis, Constantinople",3.59,5
coin-746,https://catalog.princeton.edu/catalog/coin-746,"Anastasius I (491 to 518), 5 nummi, Antioch",1.67,1
coin-7460,https://catalog.princeton.edu/catalog/coin-7460,"Constans II (641 to 668), follis, Constantinople",2.13,8
coin-7461,https://catalog.princeton.edu/catalog/coin-7461,"Constans II (641 to 668), follis, Constantinople",3.96,7
coin-7462,https://catalog.princeton.edu/catalog/coin-7462,"Constans II (641 to 668), follis, Constantinople",3.43,8
coin-7463,https://catalog.princeton.edu/catalog/coin-7463,"Constans II (641 to 668), follis, Constantinople",2.92,1
coin-7464,https://catalog.princeton.edu/catalog/coin-7464,"denarius, Rome",3.838,3
coin-7465,https://catalog.princeton.edu/catalog/coin-7465,"denarius, Rome",3.879,3
coin-7466,https://catalog.princeton.edu/catalog/coin-7466,"denarius, Rome",3.914,12
coin-7467,https://catalog.princeton.edu/catalog/coin-7467,"denarius, Rome",3.946,3
coin-7468,https://catalog.princeton.edu/catalog/coin-7468,"denarius, Rome",3.909,11
coin-7469,https://catalog.princeton.edu/catalog/coin-7469,"Seleucus II (-246 to -226), double, Antiocheia ad Orontem",6.95,12
coin-747,https://catalog.princeton.edu/catalog/coin-747,"Anastasius I (491 to 518), 5 nummi, Antioch",2.01,4
coin-7470,https://catalog.princeton.edu/catalog/coin-7470,"Seleucus II (-246 to -226), unit, Sardis",1.84,4
coin-7471,https://catalog.princeton.edu/catalog/coin-7471,"Seleucus IV (-187 to -175), unit, Ecbatana",2.12,12
coin-7472,https://catalog.princeton.edu/catalog/coin-7472,"tetrobol, Chersonesus",2.35,3
coin-7473,https://catalog.princeton.edu/catalog/coin-7473,"tetrobol, Chersonesus",2.34,5
coin-7474,https://catalog.princeton.edu/catalog/coin-7474,"tetrobol, Chersonesus",2.39,6
coin-7475,https://catalog.princeton.edu/catalog/coin-7475,"tetrobol, Chersonesus",2.42,6
coin-7476,https://catalog.princeton.edu/catalog/coin-7476,"Constantius II (337 to 361), follis, Antioch",,5
coin-7477,https://catalog.princeton.edu/catalog/coin-7477,"Constantine I (306 to 337), follis, Antioch",,
coin-7478,https://catalog.princeton.edu/catalog/coin-7478,"Constantine I (306 to 337), follis, Antioch",1.321,6
coin-7479,https://catalog.princeton.edu/catalog/coin-7479,"Constantine I (306 to 337), follis, Antioch",1.353,6
coin-748,https://catalog.princeton.edu/catalog/coin-748,"Anastasius I (491 to 518), 5 nummi, Antioch",1.83,11
coin-7480,https://catalog.princeton.edu/catalog/coin-7480,"Constantine I (306 to 337), follis, Antioch",,6
coin-7481,https://catalog.princeton.edu/catalog/coin-7481,"Constantine I (306 to 337), follis, Antioch",,
coin-7482,https://catalog.princeton.edu/catalog/coin-7482,"Constantine I (306 to 337), follis, Antioch",0.996,5
coin-7484,https://catalog.princeton.edu/catalog/coin-7484,"Constantine I (306 to 337), follis, Antioch",1.296,5
coin-7485,https://catalog.princeton.edu/catalog/coin-7485,"Constantine I (306 to 337), follis, Antioch",1.698,5
coin-7486,https://catalog.princeton.edu/catalog/coin-7486,"Constantine I (306 to 337), follis, Antioch",1.531,
coin-7487,https://catalog.princeton.edu/catalog/coin-7487,"Constantine I (306 to 337), follis, Antioch",1.485,
coin-7488,https://catalog.princeton.edu/catalog/coin-7488,"Constantine I (306 to 337), follis, Antioch",1.485,5
coin-7489,https://catalog.princeton.edu/catalog/coin-7489,"Constantine I (306 to 337), follis, Antioch",1.311,6
coin-749,https://catalog.princeton.edu/catalog/coin-749,"Anastasius I (491 to 518), 5 nummi, Antioch",1.43,12
coin-7490,https://catalog.princeton.edu/catalog/coin-7490,"Constantine II, follis, Antioch",1.33,6
coin-7491,https://catalog.princeton.edu/catalog/coin-7491,"Constantine II, follis, Antioch",1.194,6
coin-7492,https://catalog.princeton.edu/catalog/coin-7492,"Constantine II, follis, Antioch",1.297,6
coin-7493,https://catalog.princeton.edu/catalog/coin-7493,"Constans II (641 to 668), follis, Constantinople",4.65,7
coin-7494,https://catalog.princeton.edu/catalog/coin-7494,"Constans II (641 to 668), follis, Constantinople",3.05,6
coin-7495,https://catalog.princeton.edu/catalog/coin-7495,"Constans II (641 to 668), follis, Constantinople",2.12,12
coin-7496,https://catalog.princeton.edu/catalog/coin-7496,"Constans II (641 to 668), follis, Constantinople",3.73,8
coin-7497,https://catalog.princeton.edu/catalog/coin-7497,"Constans II (641 to 668), follis, Constantinople",5.03,1
coin-7498,https://catalog.princeton.edu/catalog/coin-7498,"Constans II (641 to 668), follis, Constantinople",3.18,7
coin-7499,https://catalog.princeton.edu/catalog/coin-7499,"denarius, Rome",3.918,11
coin-75,https://catalog.princeton.edu/catalog/coin-75,"Anastasius I (491 to 518), 20 nummi, Constantinople",3.97,6
coin-750,https://catalog.princeton.edu/catalog/coin-750,"Anastasius I or Justin I (491 to 527), 5 nummi, Antioch",2.16,
coin-7500,https://catalog.princeton.edu/catalog/coin-7500,"denarius, Rome",3.888,2
coin-7501,https://catalog.princeton.edu/catalog/coin-7501,"Constantine II, follis, Antioch",1.63,6
coin-7502,https://catalog.princeton.edu/catalog/coin-7502,"Constantine II, follis, Antioch",1.66,5
coin-7503,https://catalog.princeton.edu/catalog/coin-7503,"Constantine II, follis, Antioch",,6
coin-7504,https://catalog.princeton.edu/catalog/coin-7504,"Constantine II, follis, Antioch",1.27,6
coin-7505,https://catalog.princeton.edu/catalog/coin-7505,"Constantine II, follis, Antioch",1.5,6
coin-7506,https://catalog.princeton.edu/catalog/coin-7506,"Constantine II, follis, Antioch",1.6,6
coin-7507,https://catalog.princeton.edu/catalog/coin-7507,"Constantine II, follis, Antioch",1.55,11
coin-7508,https://catalog.princeton.edu/catalog/coin-7508,"Constantine II, follis, Antioch",0.829,6
coin-7509,https://catalog.princeton.edu/catalog/coin-7509,"Constantine II, follis, Antioch",1.68,11
coin-751,https://catalog.princeton.edu/catalog/coin-751,"Anastasius I (491 to 518), 5 nummi, Antioch",1.97,11
